X,date,month,month2,year,dmy,type,c_name,sc_name,Family,red_list,sex,clasper_stage,TL,gravid_F
8550,1,3,Mar,2022,01-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,207.1308471,
11371,13,5,May,2022,13-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,257.4868141,
18345,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,216.5150352,
9691,21,3,Mar,2022,21-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,207.5590578,
3146,2,9,Sep,2021,02-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,233.0752147,
19206,24,1,Jan,2023,24-01-2023,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,1,355.9743444,
6461,22,12,Dec,2021,22-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,2,189.8650722,
5190,25,11,Nov,2021,25-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,211.113492,
12906,21,11,Nov,2022,21-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,189.9618542,
15405,3,10,Oct,2022,03-10-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,235.3960783,
11745,4,6,Jun,2022,03-06-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,215.7124945,
9884,30,3,Mar,2022,30-03-2022,R,Bluespotted Maskray,Neotrygon caeruleopunctata,Dasyatidae,LC,M,3,58.01336581,
12607,17,11,Nov,2022,17-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,372.7056649,
7552,10,2,Feb,2022,10-02-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,272.7322771,
16254,2,11,Nov,2022,02-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,2,257.0832241,
16440,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,112.0931334,
18784,4,1,Jan,2023,04-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,257.0636153,
3998,10,9,Sep,2021,10-09-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,198.5512207,
7350,5,2,Feb,2022,05-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,160.534942,
16540,9,11,Nov,2022,09-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,F,NA,110.9059195,
17795,5,12,Dec,2022,05-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,118.7610827,
14912,7,9,Sep,2022,07-09-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,1,150.6445198,
7798,11,2,Feb,2022,11-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,255.2016868,
6076,16,12,Dec,2021,16-12-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,326.2354266,
8347,26,2,Feb,2022,26-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,106.2412799,
18266,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,219.6906078,
18711,3,1,Jan,2023,03-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,242.8206347,
1900,12,3,Mar,2021,12-03-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,298.7138217,
2993,24,8,Aug,2021,24-08-2021,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,283.7472237,
756,10,2,Feb,2021,10-02-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,F,NA,218.6041314,
14174,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,191.9178079,
16345,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,241.6643232,
5928,14,12,Dec,2021,14-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,113.1200078,
12047,2,11,Nov,2022,02-11-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,F,NA,271.6310765,
12575,16,11,Nov,2022,16-11-2022,S,Silvertip Shark,Carcharhinus albimarginatus,Carcharhinidae,VU,F,NA,188.5657407,
8834,7,3,Mar,2022,07-03-2022,S,Silvertip Shark,Carcharhinus albimarginatus,Carcharhinidae,VU,F,NA,231.4004172,
19374,25,1,Jan,2023,25-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,265.299799,
12912,21,11,Nov,2022,21-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,310.145511,
8406,28,2,Feb,2022,28-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,226.9679822,
13516,5,12,Dec,2022,05-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,116.7150861,
18932,17,1,Jan,2023,17-01-2023,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,F,NA,171.7966411,
8472,28,2,Feb,2022,28-02-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,204.3763147,
11434,19,5,May,2022,19-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,108.8646632,
4759,28,9,Sep,2021,28-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,255.982398,
19074,19,1,Jan,2023,19-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,202.7859837,
19169,20,1,Jan,2023,20-01-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,2,134.6245939,
11852,9,6,Jun,2022,09-06-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,M,3,285.8368482,
18115,19,12,Dec,2022,19-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,249.4703182,
15332,29,9,Sep,2022,29-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,257.3031493,
2180,19,3,Mar,2021,19-03-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,286.3637911,
3285,6,9,Sep,2021,06-09-2021,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,M,2,91.71945835,
16973,18,11,Nov,2022,18-11-2022,R,Unknown,Unknown,#N/A,NA,M,3,73.15563449,
9012,8,3,Mar,2022,08-03-2022,S,Silvertip Shark,Carcharhinus albimarginatus,Carcharhinidae,VU,M,1,157.0148601,
5109,23,11,Nov,2021,23-11-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,268.3783393,
13634,14,12,Dec,2022,14-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,168.1514254,
6457,22,12,Dec,2021,22-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,181.0350969,
9386,17,3,Mar,2022,17-03-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,180.6621361,
1766,10,3,Mar,2021,10-03-2021,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,2,225.6916489,
16865,17,11,Nov,2022,17-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,134.3369382,
3277,6,9,Sep,2021,06-09-2021,S,Spinner Shark,Carcharhinus brevipinna,Carcharhinidae,VU,M,1,105.1038911,
6124,16,12,Dec,2021,16-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,148.6154833,
13837,16,12,Dec,2022,16-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,248.6541611,
1291,25,2,Feb,2021,25-02-2021,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,`,89.01770216,
198,25,1,Jan,2021,25-01-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,142.2882272,
14786,2,9,Sep,2022,02-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,118.9710536,
14757,2,9,Sep,2022,02-09-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,156.6931549,
11898,9,6,Jun,2022,09-06-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,295.0600483,
15328,29,9,Sep,2022,29-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,294.1788637,
15827,18,10,Oct,2022,18-10-2022,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,F,NA,254.9908262,
17857,14,12,Dec,2022,14-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,120.2034068,
1836,12,3,Mar,2021,12-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,143.098374,
159,23,1,Jan,2021,23-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,134.6741104,
1049,17,2,Feb,2021,17-02-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,121.7759634,
4607,28,9,Sep,2021,28-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,230.6968951,
18657,2,1,Jan,2023,02-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,158.3225643,
15831,18,10,Oct,2022,18-10-2022,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,F,NA,197.8954658,
12695,17,11,Nov,2022,17-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,251.9342874,
845,11,2,Feb,2021,11-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,129.208322,
9187,12,3,Mar,2022,12-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,129.1847536,
4619,28,9,Sep,2021,28-09-2021,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,98.83756063,
11279,2,5,May,2022,02-05-2022,S,Bull Shark,Carcharhinus leucas,Carcharhinidae,VU,F,NA,195.0593005,
7467,9,2,Feb,2022,09-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,246.7877158,
9253,12,3,Mar,2022,12-03-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,180.8307205,
276,27,1,Jan,2021,27-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,158.4911902,
5929,14,12,Dec,2021,14-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,125.4798168,
10057,2,4,Apr,2022,02-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,198.9325042,
6557,23,12,Dec,2021,23-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,204.1482584,
17496,29,11,Nov,2022,29-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,111.5905366,
17941,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,154.1095724,
344,28,1,Jan,2021,28-01-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,2,140.2675422,
16888,17,11,Nov,2022,17-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,133.9191969,
13765,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,194.2266795,
16231,2,11,Nov,2022,02-11-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,292.5705681,
15481,3,10,Oct,2022,03-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,192.2035889,
1599,1,3,Mar,2021,01-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,121.8108941,
6181,17,12,Dec,2021,17-12-2021,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,151.5318075,
18107,19,12,Dec,2022,19-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,234.8622803,
2016,16,3,Mar,2021,16-03-2021,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,88.81978831,
16067,21,10,Oct,2022,21-10-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,266.7390376,
13779,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,203.9240964,
11300,13,5,May,2022,13-05-2022,S,Arabian Smoothhound,Mustelus mosis,Triakidae,NT,F,NA,115.6503228,
13727,15,12,Dec,2022,15-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,277.6695844,
5960,14,12,Dec,2021,14-12-2021,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,277.8596304,
9255,12,3,Mar,2022,12-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,218.1291446,
4698,28,9,Sep,2021,28-09-2021,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,M,2,201.0793258,
6336,20,12,Dec,2021,20-12-2021,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,320.7427514,
17785,5,12,Dec,2022,05-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,138.2071431,
6114,16,12,Dec,2021,16-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,203.0968151,
4209,17,9,Sep,2021,17-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,108.37026,
18924,17,1,Jan,2023,17-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,284.3142858,
13403,1,12,Dec,2022,01-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,127.849662,
15137,19,9,Sep,2022,19-09-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,251.858619,
11642,1,6,Jun,2022,01-06-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,253.2697601,
16619,14,11,Nov,2022,14-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,179.9750917,
15046,19,9,Sep,2022,19-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,263.6987648,
20064,1,2,Feb,2023,01-02-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,237.1074264,
8310,25,2,Feb,2022,25-02-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,114.1582147,
440,2,2,Feb,2021,02-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,200.6399358,
652,8,2,Feb,2021,08-02-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,150.3447704,
4238,17,9,Sep,2021,17-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,135.2797596,
24,19,1,Jan,2021,19-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,166.3346224,
20050,15,2,Feb,2023,15-02-2023,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,2,200.7839824,
15178,22,9,Sep,2022,22-09-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,M,3,312.123159,
9108,9,3,Mar,2022,09-03-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,163.9572354,
17808,5,12,Dec,2022,05-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,182.1450277,
15026,16,9,Sep,2022,16-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,152.8440775,
18894,16,1,Jan,2023,16-01-2023,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,340.1813249,
17789,5,12,Dec,2022,05-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,117.9997159,
4292,20,9,Sep,2021,20-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,180.2384013,
8065,16,2,Feb,2022,16-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,156.4498269,
14134,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,222.8678568,
19436,3,2,Feb,2023,03-02-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,264.4356143,
1030,17,2,Feb,2021,17-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,140.3146299,
12286,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,194.5812892,
16329,4,11,Nov,2022,04-11-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,1,139.9719171,
3419,6,9,Sep,2021,06-09-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,181.9141042,
1994,16,3,Mar,2021,16-03-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,261.4036498,
6373,20,12,Dec,2021,20-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,140.9198819,
2096,17,3,Mar,2021,17-03-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,2,134.7608055,
20103,1,2,Feb,2023,01-02-2023,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,F,3,157.2242155,
3074,1,9,Sep,2021,01-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,141.5583904,
17529,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,259.5371709,
14307,22,12,Dec,2022,22-12-2022,S,Bull Shark,Carcharhinus leucas,Carcharhinidae,VU,M,3,274.3500566,
17168,22,11,Nov,2022,22-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,254.6990624,
12175,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,173.1503001,
13377,1,12,Dec,2022,01-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,178.6209981,
4957,4,11,Nov,2021,03-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,118.0422842,
151,23,1,Jan,2021,23-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,145.7125251,
11654,1,6,Jun,2022,01-06-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,280.4705326,
115,22,1,Jan,2021,22-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,142.1610642,
66,20,1,Jan,2021,20-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,145.187561,No
5709,8,12,Dec,2021,08-12-2021,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,264.8354767,
1892,12,3,Mar,2021,12-03-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,146.8285421,
17175,22,11,Nov,2022,22-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,243.3504245,
6445,22,12,Dec,2021,22-12-2021,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,M,3,106.2928085,
15537,3,10,Oct,2022,03-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,184.5574368,
19913,8,2,Feb,2023,08-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,204.1518256,
2752,17,8,Aug,2021,17-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,113.0591586,
3081,2,9,Sep,2021,02-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,103.7596651,
7304,4,2,Feb,2022,04-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,160.294456,
9153,9,3,Mar,2022,09-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,206.8851842,
19503,3,2,Feb,2023,03-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,195.8163761,
18203,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,220.6473292,
3841,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,113.3170498,
1702,9,3,Mar,2021,09-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,131.8498796,
8298,25,2,Feb,2022,25-02-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,201.3068385,
16159,26,10,Oct,2022,26-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,131.7558896,
18333,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,213.8908626,
18304,21,12,Dec,2022,21-12-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,243.9575592,
19341,25,1,Jan,2023,25-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,271.4237698,
1713,9,3,Mar,2021,09-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,97.49346556,
1241,24,2,Feb,2021,24-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,164.7961948,
15779,17,10,Oct,2022,17-10-2022,S,Unknown,Unknown,#N/A,NA,F,NA,185.7310088,
808,11,2,Feb,2021,11-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,244.5125618,
3080,2,9,Sep,2021,02-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,112.7050633,
18295,21,12,Dec,2022,21-12-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,1,231.5629531,
8748,4,3,Mar,2022,04-03-2022,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,196.7330814,
16764,16,11,Nov,2022,16-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,157.7872238,
706,9,2,Feb,2021,09-02-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,220.333208,
3799,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,127.8832569,
14837,5,9,Sep,2022,05-09-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,131.0503026,
6792,8,1,Jan,2022,08-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,137.6366002,
11409,18,5,May,2022,18-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,151.5296346,
2332,19,3,Mar,2021,19-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,197.090486,
9940,31,3,Mar,2022,31-03-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,222.5867596,
10220,4,4,Apr,2022,04-04-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,1,173.5907172,
17918,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,117.8488696,
17567,1,12,Dec,2022,01-12-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,279.3905918,
6458,22,12,Dec,2021,22-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,169.0766141,
3095,2,9,Sep,2021,02-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,136.6922357,
4029,16,9,Sep,2021,16-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,114.2325336,
547,3,2,Feb,2021,03-02-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,195.9689471,
12137,4,11,Nov,2022,04-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,133.4574576,
18357,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,231.4905597,
10344,5,4,Apr,2022,05-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,182.5985121,
7281,4,2,Feb,2022,04-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,127.7438277,
19321,25,1,Jan,2023,25-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,165.6321208,
8634,2,3,Mar,2022,02-03-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,142.076755,
5475,4,12,Dec,2021,04-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,133.5116236,
8560,1,3,Mar,2022,01-03-2022,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,3,156.6002097,
435,1,2,Feb,2021,01-02-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,278.5115509,
6203,17,12,Dec,2021,17-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,143.4710647,
18703,3,1,Jan,2023,03-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,248.4614725,
17339,29,11,Nov,2022,29-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,124.7566022,
11183,13,4,Apr,2022,13-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,146.5387305,
14824,5,9,Sep,2022,05-09-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,264.8789517,
3625,7,9,Sep,2021,07-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,117.6823373,
18679,2,1,Jan,2023,02-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,250.0706684,
11801,6,6,Jun,2022,06-06-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,187.9885394,
15808,18,10,Oct,2022,18-10-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,180.0246897,
5172,24,11,Nov,2021,24-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,106.4518022,
